,question,answer
744,子ども が 生まれ たら 、 どんな 助成 が あり ます か 。,○ ○ 公園 が ( 地域 名 ) × 丁 目 に あり ます 。 ( 公園 の 特徴 等 を 記載 し て ください 。 ) [UNK] ○ ○ 公園 ( 自治体 HP 内 関連 ページ の URL )
745,乳 医療 費 助成 について 教え て ください 。,乳幼児 ( 子ども ) 医療 費 助成 制度 は 、 医療 費 に かかる 保護 者 の 負担 を 軽減 する こと を 目的 として 、 ○ ○ 市 が 医療 費 の 一部 を 助成 する 制度 です 。 乳幼児 医療 証 は 小学校 就学 前 の 乳幼児 、 子ども 医療 証 は 小学 1 年生 から 中学 3 年生 まで の 児童 を 対象 に 発行 し て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
746,子ども が 生まれ たら 、 どんな 助成 が あり ます か 。,○ ○ 公園 が ( 地域 名 ) × 丁 目 に あり ます 。 ( 公園 の 特徴 等 を 記載 し て ください 。 ) [UNK] ○ ○ 公園 ( 自治体 HP 内 関連 ページ の URL )
747,子ども の 医療 証 は 予防 接種 で も 使え ます か ?,予防 接種 に 乳幼児 ・ 子ども 医療 証 は 使え ませ ん 。 < 健康 診断 > 健康 診断 に 乳幼児 ・ 子ども 医療 証 は 使え ませ ん 。
748,乳 幼 児 ・ 子ども 医療 証 は の 予防 接種 を 受け まし た が 、 もう 助成 の 申請 に 必要 です か ?,予防 接種 に 乳幼児 ・ 子ども 医療 証 は 使え ませ ん 。 < 健康 診断 > 健康 診断 に 乳幼児 ・ 子ども 医療 証 は 使え ませ ん 。 < 助成 > < 対象 > < 補 装具 > 補 装具 を 購入 し た 場合 は 、 加入 し て いる 健康 保険 組合 等 に 医療 費 申請 を し た うえ で 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
749,○ ○ 市 の 病院 を 教え て ください 。,医療 機関 で 自己 負担 し た 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費 が 高額 に なっ た 場合 に は 、 この 支給 申請 前 に 加入 さ れ て
750,子ども の 医療 証 を 受 診 し て しまっ た の です が 。,医療 機関 で 自己 負担 し た 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費 が 高額 に なっ た 場合 に は 、 この 支給 申請 前 に 加入 さ れ て いる 健康 保険 へ の 手続き が 必要 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
751,子ども の 医療 証 を 受 診 し て しまっ た の です が 。,医療 機関 で 自己 負担 し た 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費 が 高額 に なっ た 場合 に は 、 この 支給 申請 前 に 加入 さ れ て いる 健康 保険 へ の 手続き が 必要 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
752,子ども の 医療 証 を 受 診 し て しまっ た の です が 。,医療 機関 で 自己 負担 し た 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費 が 高額 に なっ た 場合 に は 、 この 支給 申請 前 に 加入 さ れ て いる 健康 保険 へ の 手続き が 必要 と なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
753,子ども の 医療 証 の 市外 の 変更 は でき ます か ?,子ども の 医療 証 の 保護 者 の 変更 を する 場合 は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
754,子ども の 医療 証 の 市外 の 変更 は でき ます か ?,乳幼児 ・ 子ども 医療 証 の 住所 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
755,子ども の 医療 証 の 市外 の 変更 は でき ます か ?,子ども の 医療 証 の 保護 者 の 変更 を する 場合 は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
756,乳 幼 児 ・ 子ども 医療 証 の 発行 申請 手続 は いつ まで に すれ ば いい です か ?,乳幼児 ・ 子ども 医療 証 の 住所 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
757,乳 幼 児 ・ 子ども 医療 証 の 発行 申請 手続 は いつ まで に すれ ば いい です か ?,乳幼児 ・ 子ども 医療 証 の 住所 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
758,乳 幼 児 ・ 子ども 医療 証 の 発行 申請 手続 は いつ まで に すれ ば いい です か ?,乳幼児 ・ 子ども 医療 証 の 住所 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
759,乳 幼 児 ・ 子ども 医療 証 の 発行 申請 手続き を 教え て ください 。,乳幼児 ・ 子ども 医療 証 を お 持ち で 保険 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
760,乳 児 ・ 子ども 医療 証 の 手続き を 教え て ください 。,乳幼児 ・ 子ども 医療 証 の 氏名 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、
761,乳 児 ・ 子ども 医療 証 の 手続き を 教え て ください 。,乳幼児 ・ 子ども 医療 証 の 氏名 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、
762,子ども の 医療 証 の 更新 が あり ます か ?,乳幼児 ・ 子ども 医療 証 の 氏名 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
763,子ども の 医療 証 の 更新 が あり ます か ?,乳幼児 ・ 子ども 医療 証 の 氏名 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
764,子ども の 医療 証 の 更新 が あり ます か ?,乳幼児 ・ 子ども 医療 証 の 氏名 が 変わっ た とき は 、 子ども 医療 費 助成 申請 事項 変更 届 を 下記 窓口 まで ご 提出 ください 。 申請 後 、 新しい 医療 証 を 郵送 いたし ます 。 なお 、 新しい 医療 証 が 届く まで の 間 は そのまま 古い 医療 証 を お 使い ください 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
765,乳 #幼 ・ 子ども 医療 証 は ● ● 県 外 の 病院 で も 使え ます か ?,乳幼児 ・ 子ども 医療 証 は ● ● 県 外 の 医療 機関 で は 使え ませ ん 。 健康 保険 証 のみ を 使っ て いただき 、 自己 負担 し た 残り の 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費
766,乳 #幼 ・ 子ども 医療 証 は ● ● 県 外 の 病院 で も 使え ます か ?,乳幼児 ・ 子ども 医療 証 は ● ● 県 外 の 医療 機関 で は 使え ませ ん 。 健康 保険 証 のみ を 使っ て いただき 、 自己 負担 し た 残り の 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費
767,乳 #幼 ・ 子ども 医療 証 は ● ● 県 外 の 病院 で も 使え ます か ?,乳幼児 ・ 子ども 医療 証 は ● ● 県 外 の 医療 機関 で は 使え ませ ん 。 健康 保険 証 のみ を 使っ て いただき 、 自己 負担 し た 残り の 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費
768,乳 児 ・ 子ども 医療 証 は ● ● 県 病院 で 使え ます か ?,乳幼児 ・ 子ども 医療 証 は ● ● 県 外 の 医療 機関 で は 使え ませ ん 。 健康 保険 証 のみ を 使っ て いただき 、 自己 負担 し た 残り の 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費 が 高額 に なっ た 場合 に は 、 この 支給 申請 前 に 加入 さ れ て いる 健康 保険 へ の 手続き が 必要 と なり ます 。 [UNK] 支給 申請 は こちら ( 自治体 HP 内 関連 ページ の URL )
769,子ども の 医療 証 は 再 発行 は でき ます か ?,乳幼児 ・ 子ども 医療 証 は 再 発行 が でき ます 。 「 乳幼児 ・ 子ども 医療 証 再 交付 申請 書 」 を 下記 窓口 まで ご 提出 ください 。 ( 郵送 受付 可 ) 申請 後 、 再 発行 し た 医療 証 を 郵送 いたし ます 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び
770,乳 児 ・ 子ども 医療 証 は ● ● 県 病院 で 使え ます か ?,乳幼児 ・ 子ども 医療 証 は ● ● 県 外 の 医療 機関 で は 使え ませ ん 。 健康 保険 証 のみ を 使っ て いただき 、 自己 負担 し た 残り の 分 は 、 ○ ○ 市 へ 払い戻し の 申請 を し て ください 。 ※ ただし 、 県内 ・ 県 外 を 問わ ず 、 健康 保険 証 を 使わ ず に 全額 自己 負担 し た 場合 、 コルセット や 弱視 用 眼鏡 など 医療 用 の 補 装具 を 購入 し た 場合 、 または 入院 し て 医療 費 が 高額 に なっ た 場合 に は 、 この 支給 申請 前 に 加入 さ れ て いる 健康 保険 へ の 手続き が 必要 と なり ます 。 [UNK] 支給 申請 は こちら ( 自治体 HP 内 関連 ページ の URL )
771,● ● 県内 で 引っ越し たら 、 子ども の 医療 証 の 発行 申請 に 再 発行 は でき ます か ?,乳幼児 ・ 子ども 医療 証 は 再 発行 が でき ます 。 「 乳幼児 ・ 子ども 医療 証 再 交付 申請 書 」 を 下記 窓口 まで ご 提出 ください 。 ( 郵送 受付 可 ) 申請 後 、 再 発行 し た 医療 証 を 郵送 いたし ます 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
772,● ● 県内 で 引っ越し たら 、 子ども の 医療 証 の 発行 申請 に 再 発行 は でき ます か ?,乳幼児 ・ 子ども 医療 証 は 再 発行 が でき ます 。 「 乳幼児 ・ 子ども 医療 証 再 交付 申請 書 」 を 下記 窓口 まで ご 提出 ください 。 ( 郵送 受付 可 ) 申請 後 、 再 発行 し た 医療 証 を 郵送 いたし ます 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
773,● ● 県内 で 引っ越し たら 、 子ども の 医療 証 の 発行 申請 に 再 発行 は でき ます か ?,乳幼児 ・ 子ども 医療 証 は 再 発行 が でき ます 。 「 乳幼児 ・ 子ども 医療 証 再 交付 申請 書 」 を 下記 窓口 まで ご 提出 ください 。 ( 郵送 受付 可 ) 申請 後 、 再 発行 し た 医療 証 を 郵送 いたし ます 。 【 提出 先 】 ( 自治体 の 担当 課 等 の 名称 、 場所 、 郵送 する 場合 の 宛名 及び 住所 等 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
774,● ● 県内 で 引っ越し たら 、 子ども の 受 診 票 は ?,1 歳 6 か月 健 診 の 受診 券 は 、 ○ ○ 市内 のみ で の ご 利用 に なり ます 。 それ 以外 の 受診 票 は 、 ● ● 県内 共通 に なり ます ので 、 そのまま お 使い いただけ ます 。 各 自治体 独自 の サービス が 受け られる 場合 が ある ので 、 引っ越し 先 の 自治体 に お 問い合わせ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
775,● ● 県内 で 引っ越し たら 、 子ども の 受 診 票 は ?,1 歳 6 か月 健 診 の 受診 券 は 、 ○ ○ 市内 のみ で の ご 利用 に なり ます 。 それ 以外 の 受診 票 は 、 ● ● 県内 共通 に なり ます ので 、 そのまま お 使い いただけ ます 。 各 自治体 独自 の サービス が 受け られる 場合 が ある ので 、 引っ越し 先 の 自治体 に お 問い合わせ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
776,● ● 県内 で 引っ越し たら 、 子ども の 受 診 票 は ?,1 歳 6 か月 健 診 の 受診 券 は 、 ○ ○ 市内 のみ で の ご 利用 に なり ます 。 それ 以外 の 受診 票 は 、 ● ● 県内 共通 に なり ます ので 、 そのまま お 使い いただけ ます 。 各 自治体 独自 の サービス が 受け られる 場合 が ある ので 、 引っ越し 先 の 自治体 に お 問い合わせ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
777,子ども が よろ こぶ 図書館 の 場所 を 教え て ください 。,( 子ども が よろこぶ 図書館 の 説明 を 記載 し て ください 。 ) 例 「 ○ ○ 図書館 は 、 子育て 支援 センター を 併設 し た 子ども の ため の 図書館 として 、 赤ちゃん から 児童 まで 親子 で 楽しめ ます 。 館内 は 、 親 と 子 が ゆったり と 語らい ながら 本 の 世界 を 楽しめる よう に 、 ゆとり を もたせ て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
778,児童 扶養 手当 ( 子ども と 受 診 票 は どこ に かかり ます か ?,受診 票 は ご 利用 いただけ なく なり ます 。 引っ越し 先 の 自治体 に お 問い合わせ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
779,児童 扶養 手当 ( 子ども と 受 診 票 は どこ に かかり ます か ?,受診 票 は ご 利用 いただけ なく なり ます 。 引っ越し 先 の 自治体 に お 問い合わせ ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
780,雨 の 日 に 子ども と 遊 遊ぶ 場所 は どこ です か ?,雨 の 日 に 子ども と 遊ぶ なら 、 AAA ( 参考 URL )、 BBB ( 参考 URL ) 等 は いかが です か ? 詳しく は 各 施設 の ホームページ で ご 確認 ください 。
781,雨 の 日 に 子ども と 遊 遊ぶ 場所 は どこ です か ?,雨 の 日 に 子ども と 遊ぶ なら 、 AAA ( 参考 URL )、 BBB ( 参考 URL ) 等 は いかが です か ? 詳しく は 各 施設 の ホームページ で ご 確認 ください 。
782,雨 の 日 に 子ども と 遊 遊ぶ 場所 は どこ です か ?,雨 の 日 に 子ども と 遊ぶ なら 、 AAA ( 参考 URL )、 BBB ( 参考 URL ) 等 は いかが です か ? 詳しく は 各 施設 の ホームページ で ご 確認 ください 。
783,( 子ども が 遊 べ れる 子ども 向け スポーツ 教室 等 ) について 教え て ください 。,( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) は 、 ( 対象 年齢 ) を 対象 と し た 子ども 向け ○ ○ 教室 です 。 ( 教室 等 の 内容 、 特徴 を 記載 し て ください 。 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 平熱 > 子ども の 平熱 は 、 月齢 、 年齢 によって 違い ます が 、 36 . 5 ~ 37 . 5 ° C と 大人 より 少し 高め です 。
784,○ ○ 駅 近く で 子ども と 遊 遊べる 場所 を 教え て ください 。,○ ○ 駅 周辺 で 子ども と 遊べる 場所 でし たら 、 ○ ○ 子育て 広場 は いかが です か ? [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
785,○ ○ 駅 近く で 子ども と 遊 べべる 場所 を 教え て ください 。,○ ○ 駅 周辺 で 子ども と 遊べる 場所 でし たら 、 ○ ○ 子育て 広場 は いかが です か ? [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 実施 > < 向け > < スポーツ センター > < 教室 > < スポーツ > ( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) は 、 ( 対象 年齢 ) を 対象 と し た 子ども 向け ○ ○ 教室 です 。 ( 教室 等 の 内容 、 特徴 を 記載 し て ください 。 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 平熱 > 子ども の 平熱 は 、 月齢 、 年齢 によって 違い ます が 、 36 . 5 ~ 37 . 5 ° C と 大人 より 少し 高め です 。
786,( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) について 教え て ください 。,( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) は 、 ( 対象 年齢 ) を 対象 と し た 子ども 向け ○ ○ 教室 です 。 ( 教室 等 の 内容 、 特徴 を 記載 し て ください 。 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
787,( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) について 教え て ください 。,( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) は 、 ( 対象 年齢 ) を 対象 と し た 子ども 向け ○ ○ 教室 です 。 ( 教室 等 の 内容 、 特徴 を 記載 し て ください 。 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 平熱 > 子ども の 平熱 は 、 月齢 、 年齢 によって 違い ます が 、 36 . 5 ~ 37 . 5 ° C と 大人 より 少し 高め です 。
788,( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) について 教え て ください 。,( スポーツ センター 等 において 実施 さ れる 子ども 向け スポーツ 教室 等 ) は 、 ( 対象 年齢 ) を 対象 と し た 子ども 向け ○ ○ 教室 です 。 ( 教室 等 の 内容 、 特徴 を 記載 し て ください 。 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
789,ひとり 親 手当 は 子ども と 別 居 し て い て も 受け られ ます か ?,ひとり 親 手当 は 子ども と 別居 し て い て も 、 必要 書類 を 提出 すれ ば 受け られ ます 。 ただし 、 児童 扶養 手当 は 父子 の 別居 監護 について は でき かね ます 。
790,ひとり 親 手当 は 子ども と 別 居 し て い て も 受け られ ます か ?,ひとり 親 手当 は 子ども と 別居 し て い て も 、 必要 書類 を 提出 すれ ば 受け られ ます 。 ただし 、 児童 扶養 手当 は 父子 の 別居 監護 について は でき かね ます 。
791,子ども の 手当 に は どんな もの が あり ます か ?,子ども の 手当 について は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < よう > 子ども の 手当 ・ 助成 として は 、 児童 手当 と 子ども 医療 費 助成 制度 が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
792,子ども が 生まれ たら 、 どんな 手続き が 必要 です か 。,出産 後 に 必要 な 手続き は 出生 届 ・ 出生 通知 票 の 提出 、 児童 手当 、 子ども 医療 費 助成 の 申請 等 が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
793,子ども が 遊 べ る 予防 接種 記録 票 の 送ら れ て き ませ ん 。,○ ○ 市 で は 市内 に 住民 登録 の ある お子様 へ 予防 接種 す べき 時期 が 近づい たら 予防 接種 記録 票 を お送り し て い ます 。 ただし 、 転入 さ れる 前 に 発送 時期 を 過ぎ て しまっ た 分 について は 自動 発送 は さ れ ませ ん 。 この 場合 、 予防 接種 記録 票 の 中 で 未 接種 分 について は 、 接種 歴 を もと に 不足 分 を お送り し ます ので 、 母子 手帳 等 を ご 用意 の 上 、 お 電話 または 窓口 で お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
794,子ども が 遊 べ る 予防 接種 記録 票 の 送ら れ て き ませ ん 。,○ ○ 市 で は 市内 に 住民 登録 の ある お子様 へ 予防 接種 す べき 時期 が 近づい たら 予防 接種 記録 票 を お送り し て い ます 。 ただし 、 転入 さ れる 前 に 発送 時期 を 過ぎ て しまっ た 分 について は 自動 発送 は さ れ ませ ん 。 この 場合 、 予防 接種 記録 票 の 中 で 未 接種 分 について は 、 接種 歴 を もと に 不足 分 を お送り し ます ので 、 母子 手帳 等 を ご 用意 の 上 、 お 電話 または 窓口 で お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
795,子ども の 健 診 の 案内 が 来 まし た が 、 指定 さ れ た 時間 を 教え て ください 。,出産 後 に 必要 な 手続き は 出生 届 ・ 出生 通知 票 の 提出 、 児童 手当 、 子ども 医療 費 助成 の 申請 等 が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
796,子ども の 健 診 の 案内 が 来 まし た が 、 指定 さ れ た 時間 を 教え て ください 。,出産 後 に 必要 な 手続き は 出生 届 ・ 出生 通知 票 の 提出 、 児童 手当 、 子ども 医療 費 助成 の 申請 等 が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
797,子ども が 遊 べ る 時間 は 、 どの くらい かかり ます か ?,出産 後 に 必要 な 手続き は 出生 届 ・ 出生 通知 票 の 提出 、 児童 手当 、 子ども 医療 費 助成 の 申請 等 が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 施設 > 小さな 子ども が 遊べる 施設 について は 、 ( 自治体 の 子育て センター 等 の 名称 ) を ご 利用 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 時期 > 市 が 実施 または 助成 する 健 診 は 、 3 から 4 か月 健 診 、 6 から 7 か月 健 診 、 9 から 10 か月 健 診 、 1 歳 6 か月 内科 健 診 、 1 歳 6 か月 歯科 健 診 、 3 歳児 健 診 です 。 また 、 必要 が ある 場合 は 、 経過 観察 健 診 ( 予約 制 ) を ご 案内 いたし ます 。 < 時間 > 健 診 の 時間 は 通常 1 時間 程度 です 。 混み 具合 や お子さん の 健康 状態 により 、 2 時間 から 3 時間 かかる こと も あり ます 。
798,子ども の 健 診 の 案内 が 来 まし た が 、 指定 さ れ た 日 に 行け ませ ん 。,子ども の 健 診 の 指定 日 について 、 ご 都合 が 悪い 場合 は 、 受診 可能 な 日程 を ご 案内 し ます 。 ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) へ お 問い合わせ ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )
